,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-KMPL,highway-KMPL,price,horsepower-binned,diesel,gas,aspiration-std,aspiration-turbo
99,0,108.0,nissan,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,7.227891156462586,9.35374149659864,14399.0,medium,0,1,1,0
100,0,108.0,nissan,four,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,8.078231292517007,10.629251700680273,13499.0,medium,0,1,1,0
101,3,194.0,nissan,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,8.078231292517007,10.629251700680273,17199.0,medium,0,1,1,0
102,3,194.0,nissan,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200.0,7.227891156462586,9.77891156462585,19699.0,high,0,1,0,1
103,1,231.0,nissan,two,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,8.078231292517007,10.629251700680273,18399.0,medium,0,1,1,0
104,0,161.0,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,8.078231292517007,10.204081632653061,11900.0,low,0,1,1,0
105,0,161.0,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,11.904761904761905,14.03061224489796,13200.0,low,1,0,0,1
106,0,122.0,peugot,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,8.078231292517007,10.204081632653061,12440.0,low,0,1,1,0
107,0,122.0,peugot,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,10.629251700680273,10.629251700680273,13860.0,low,1,0,0,1
108,0,161.0,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,8.078231292517007,10.204081632653061,15580.0,low,0,1,1,0
109,0,161.0,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,11.904761904761905,14.03061224489796,16900.0,low,1,0,0,1
110,0,122.0,peugot,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,8.078231292517007,10.204081632653061,16695.0,low,0,1,1,0
111,0,122.0,peugot,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,10.629251700680273,10.629251700680273,17075.0,low,1,0,0,1
112,0,161.0,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,8.078231292517007,10.204081632653061,16630.0,low,0,1,1,0
113,0,161.0,peugot,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,11.904761904761905,14.03061224489796,17950.0,low,1,0,0,1
114,0,161.0,peugot,four,sedan,rwd,front,108.0,186.7,68.3,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,7.653061224489797,10.204081632653061,18150.0,medium,0,1,0,1
115,1,119.0,plymouth,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,15.731292517006803,17.431972789115648,5572.0,low,0,1,1,0
116,1,119.0,plymouth,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,10.204081632653061,12.755102040816327,7957.0,low,0,1,0,1
117,1,154.0,plymouth,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,13.180272108843537,16.156462585034014,6229.0,low,0,1,1,0
118,1,154.0,plymouth,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,13.180272108843537,16.156462585034014,6692.0,low,0,1,1,0
119,1,154.0,plymouth,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,13.180272108843537,16.156462585034014,7609.0,low,0,1,1,0
120,-1,74.0,plymouth,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,10.204081632653061,12.755102040816327,8921.0,low,0,1,1,0
121,3,122.0,plymouth,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,8.078231292517007,10.204081632653061,12764.0,medium,0,1,0,1
122,3,186.0,porsche,two,hatchback,rwd,front,94.5,168.9,68.3,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,8.078231292517007,11.479591836734695,22018.0,medium,0,1,1,0
123,3,122.0,porsche,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,7.227891156462586,10.629251700680273,32528.0,high,0,1,1,0
124,3,122.0,porsche,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,7.227891156462586,10.629251700680273,34028.0,high,0,1,1,0
125,3,122.0,porsche,two,convertible,rwd,rear,89.5,168.9,65.0,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,7.227891156462586,10.629251700680273,37028.0,high,0,1,1,0
126,0,122.0,renault,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.25615763546799,5125.369458128079,9.77891156462585,13.180272108843537,9295.0,low,0,1,1,0
127,2,122.0,renault,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.25615763546799,5125.369458128079,9.77891156462585,13.180272108843537,9895.0,low,0,1,1,0
128,3,150.0,saab,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,8.928571428571429,11.904761904761905,11850.0,low,0,1,1,0
129,2,104.0,saab,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,8.928571428571429,11.904761904761905,12170.0,low,0,1,1,0
130,3,150.0,saab,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,8.928571428571429,11.904761904761905,15040.0,low,0,1,1,0
131,2,104.0,saab,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,8.928571428571429,11.904761904761905,15510.0,low,0,1,1,0
132,3,150.0,saab,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,8.078231292517007,11.054421768707483,18150.0,medium,0,1,0,1
133,2,104.0,saab,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,8.078231292517007,11.054421768707483,18620.0,medium,0,1,0,1
134,2,83.0,subaru,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,13.180272108843537,15.306122448979593,5118.0,low,0,1,1,0
135,2,83.0,subaru,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,11.054421768707483,13.180272108843537,7053.0,low,0,1,1,0
136,2,83.0,subaru,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,11.054421768707483,13.180272108843537,7603.0,low,0,1,1,0
137,0,102.0,subaru,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,13.60544217687075,15.731292517006803,7126.0,low,0,1,1,0
138,0,102.0,subaru,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,11.904761904761905,14.03061224489796,7775.0,low,0,1,1,0
139,0,102.0,subaru,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,11.054421768707483,13.60544217687075,9960.0,low,0,1,1,0
140,0,102.0,subaru,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,10.204081632653061,10.629251700680273,9233.0,low,0,1,1,0
141,0,102.0,subaru,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,10.204081632653061,12.329931972789117,11259.0,low,0,1,0,1
142,0,89.0,subaru,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,11.904761904761905,13.60544217687075,7463.0,low,0,1,1,0
143,0,89.0,subaru,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,10.629251700680273,13.180272108843537,10198.0,low,0,1,1,0
144,0,85.0,subaru,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9.77891156462585,12.329931972789117,8013.0,low,0,1,1,0
145,0,85.0,subaru,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,9.77891156462585,9.77891156462585,11694.0,low,0,1,0,1
146,1,87.0,toyota,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,14.880952380952381,16.581632653061224,5348.0,low,0,1,1,0
147,1,87.0,toyota,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,13.180272108843537,16.156462585034014,6338.0,low,0,1,1,0
148,1,74.0,toyota,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,13.180272108843537,16.156462585034014,6488.0,low,0,1,1,0
149,0,77.0,toyota,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,13.180272108843537,15.731292517006803,6918.0,low,0,1,1,0
150,0,81.0,toyota,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,11.479591836734695,13.60544217687075,7898.0,low,0,1,1,0
151,0,91.0,toyota,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,11.479591836734695,13.60544217687075,8778.0,low,0,1,1,0
152,0,91.0,toyota,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,12.755102040816327,15.731292517006803,6938.0,low,0,1,1,0
153,0,91.0,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,12.755102040816327,15.731292517006803,7198.0,low,0,1,1,0
154,0,91.0,toyota,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,14.455782312925171,15.306122448979593,7898.0,low,1,0,1,0
155,0,91.0,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,16.156462585034014,19.982993197278912,7788.0,low,1,0,1,0
156,0,91.0,toyota,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,16.156462585034014,19.982993197278912,7738.0,low,0,1,1,0
157,0,91.0,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,11.904761904761905,14.455782312925171,8358.0,low,0,1,1,0
158,0,91.0,toyota,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,11.904761904761905,14.455782312925171,9258.0,low,0,1,1,0
159,1,168.0,toyota,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,12.329931972789117,14.455782312925171,8058.0,low,0,1,1,0
160,1,168.0,toyota,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,12.329931972789117,14.455782312925171,8238.0,low,0,1,1,0
161,1,168.0,toyota,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,11.054421768707483,12.329931972789117,9298.0,low,0,1,1,0
162,1,168.0,toyota,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,11.054421768707483,12.329931972789117,9538.0,low,0,1,1,0
163,2,134.0,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.204081632653061,12.755102040816327,8449.0,low,0,1,1,0
164,2,134.0,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.204081632653061,12.755102040816327,9639.0,low,0,1,1,0
165,2,134.0,toyota,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.204081632653061,12.755102040816327,9989.0,low,0,1,1,0
166,2,134.0,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.204081632653061,12.755102040816327,11199.0,low,0,1,1,0
167,2,134.0,toyota,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.204081632653061,12.755102040816327,11549.0,low,0,1,1,0
168,2,134.0,toyota,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.204081632653061,12.755102040816327,17669.0,low,0,1,1,0
169,-1,65.0,toyota,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,12.329931972789117,14.455782312925171,8948.0,low,0,1,1,0
170,-1,65.0,toyota,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,12.755102040816327,14.03061224489796,10698.0,low,1,0,0,1
171,-1,65.0,toyota,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,11.479591836734695,13.60544217687075,9988.0,low,0,1,1,0
172,-1,65.0,toyota,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,11.479591836734695,13.60544217687075,10898.0,low,0,1,1,0
173,-1,65.0,toyota,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,11.479591836734695,13.60544217687075,11248.0,low,0,1,1,0
174,3,197.0,toyota,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,8.503401360544219,10.204081632653061,16558.0,medium,0,1,1,0
175,3,197.0,toyota,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,8.078231292517007,10.204081632653061,15998.0,medium,0,1,1,0
176,-1,90.0,toyota,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,8.503401360544219,10.204081632653061,15690.0,medium,0,1,1,0
177,-1,122.0,toyota,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,8.078231292517007,10.204081632653061,15750.0,medium,0,1,1,0
178,2,122.0,volkswagen,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,15.731292517006803,19.5578231292517,7775.0,low,1,0,1,0
179,2,122.0,volkswagen,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,11.479591836734695,14.455782312925171,7975.0,low,0,1,1,0
180,2,94.0,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,15.731292517006803,19.5578231292517,7995.0,low,1,0,1,0
181,2,94.0,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,11.479591836734695,14.455782312925171,8195.0,low,0,1,1,0
182,2,94.0,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,11.479591836734695,14.455782312925171,8495.0,low,0,1,1,0
183,2,94.0,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,15.731292517006803,17.857142857142858,9495.0,low,1,0,0,1
184,2,94.0,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,11.054421768707483,13.60544217687075,9995.0,low,0,1,1,0
185,3,122.0,volkswagen,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,10.204081632653061,12.329931972789117,11595.0,low,0,1,1,0
186,3,256.0,volkswagen,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,10.204081632653061,12.329931972789117,9980.0,low,0,1,1,0
187,0,122.0,volkswagen,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,8.078231292517007,10.204081632653061,13295.0,low,0,1,1,0
188,0,122.0,volkswagen,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,14.03061224489796,16.156462585034014,13845.0,low,1,0,0,1
189,0,122.0,volkswagen,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,10.629251700680273,13.180272108843537,12290.0,low,0,1,1,0
190,-2,103.0,volvo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.77891156462585,11.904761904761905,12940.0,low,0,1,1,0
191,-1,74.0,volvo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.77891156462585,11.904761904761905,13415.0,low,0,1,1,0
192,-2,103.0,volvo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.204081632653061,11.904761904761905,15985.0,low,0,1,1,0
193,-1,74.0,volvo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.204081632653061,11.904761904761905,16515.0,low,0,1,1,0
194,-2,103.0,volvo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,7.227891156462586,9.35374149659864,18420.0,medium,0,1,0,1
195,-1,74.0,volvo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,7.227891156462586,9.35374149659864,18950.0,medium,0,1,0,1
196,-1,95.0,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.77891156462585,11.904761904761905,16845.0,low,0,1,1,0
197,-1,95.0,volvo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,8.078231292517007,10.629251700680273,19045.0,medium,0,1,0,1
198,-1,95.0,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,7.653061224489797,9.77891156462585,21485.0,medium,0,1,1,0
199,-1,95.0,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,11.054421768707483,11.479591836734695,22470.0,low,1,0,0,1
200,-1,95.0,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,8.078231292517007,10.629251700680273,22625.0,low,0,1,0,1
